enzyCUI,drugNAME,drugCUI
C0534137,Loratadine,C0065180
C1828468,Loratadine,C0065180
C0207509,Imipramine,C0020934
C1620185,Imipramine,C0020934
C0057223,Imipramine,C0020934
C3887685,Imipramine,C0020934
C1142644,Imipramine,C0020934
C3714798,Imipramine,C0020934
C0010763,Imipramine,C0020934
C3887686,Imipramine,C0020934
C0960580,Imipramine,C0020934
C0534137,Imipramine,C0020934
C1828468,Imipramine,C0020934
C0533212,Imipramine,C0020934
C0218171,Imipramine,C0020934
C0207509,Enoxacin,C0014310
C0207509,Enoxacin,C0801911
C1620185,Enoxacin,C0014310
C1620185,Enoxacin,C0801911
C0207509,Quinine,C0034417
C0207509,Quinine,C0202461
C1620185,Quinine,C0034417
C1620185,Quinine,C0202461
C0057223,Quinine,C0034417
C0057223,Quinine,C0202461
C3887685,Quinine,C0034417
C3887685,Quinine,C0202461
C0608437,Quinine,C0034417
C0608437,Quinine,C0202461
C1142644,Quinine,C0034417
C1142644,Quinine,C0202461
C3714798,Quinine,C0034417
C3714798,Quinine,C0202461
C0010763,Quinine,C0034417
C0010763,Quinine,C0202461
C3887686,Quinine,C0034417
C3887686,Quinine,C0202461
C0960580,Quinine,C0034417
C0960580,Quinine,C0202461
C0535996,Quinine,C0034417
C0535996,Quinine,C0202461
C3714750,Quinine,C0034417
C3714750,Quinine,C0202461
C0059735,Quinine,C0034417
C0059735,Quinine,C0202461
C3252639,Quinine,C0034417
C3252639,Quinine,C0202461
C0897385,Quinine,C0034417
C0897385,Quinine,C0202461
C0533212,Quinine,C0034417
C0533212,Quinine,C0202461
C0207509,Dronabinol,C0039663
C1620185,Dronabinol,C0039663
C0057223,Dronabinol,C0039663
C3887685,Dronabinol,C0039663
C0608437,Dronabinol,C0039663
C1142644,Dronabinol,C0039663
C3714798,Dronabinol,C0039663
C0960580,Dronabinol,C0039663
C0535996,Dronabinol,C0039663
C3714750,Dronabinol,C0039663
C1450093,Dronabinol,C0039663
C0059735,Dronabinol,C0039663
C3252639,Dronabinol,C0039663
C3884187,Dronabinol,C0039663
C0534137,Dronabinol,C0039663
C1828468,Dronabinol,C0039663
C0533212,Dronabinol,C0039663
C0207509,Fluoxetine,C0016365
C1620185,Fluoxetine,C0016365
C0057223,Fluoxetine,C0016365
C3887685,Fluoxetine,C0016365
C0608437,Fluoxetine,C0016365
C1142644,Fluoxetine,C0016365
C3714798,Fluoxetine,C0016365
C0960580,Fluoxetine,C0016365
C0535996,Fluoxetine,C0016365
C3714750,Fluoxetine,C0016365
C0534137,Fluoxetine,C0016365
C1828468,Fluoxetine,C0016365
C0207509,Duloxetine,C0245561
C1620185,Duloxetine,C0245561
C0057223,Duloxetine,C0245561
C3887685,Duloxetine,C0245561
C0608437,Duloxetine,C0245561
C1142644,Duloxetine,C0245561
C3714798,Duloxetine,C0245561
C0960580,Duloxetine,C0245561
C0534137,Duloxetine,C0245561
C1828468,Duloxetine,C0245561
C0207509,Chlorpromazine,C0008286
C1620185,Chlorpromazine,C0008286
C0057223,Chlorpromazine,C0008286
C3887685,Chlorpromazine,C0008286
C1142644,Chlorpromazine,C0008286
C3714798,Chlorpromazine,C0008286
C0010763,Chlorpromazine,C0008286
C3887686,Chlorpromazine,C0008286
C0008429,Chlorpromazine,C0008286
C0202207,Chlorpromazine,C0008286
C0364230,Chlorpromazine,C0008286
C0728810,Chlorpromazine,C0008286
C4082696,Chlorpromazine,C0008286
C0207509,Pefloxacin,C0030771
C0207509,Pefloxacin,C0801956
C1620185,Pefloxacin,C0030771
C1620185,Pefloxacin,C0801956
C0207509,Flutamide,C0016384
C1620185,Flutamide,C0016384
C1142644,Flutamide,C0016384
C3714798,Flutamide,C0016384
C0535996,Flutamide,C0016384
C3714750,Flutamide,C0016384
C1450093,Flutamide,C0016384
C0059735,Flutamide,C0016384
C3252639,Flutamide,C0016384
C0207509,Cimetidine,C0008783
C1620185,Cimetidine,C0008783
C0057223,Cimetidine,C0008783
C3887685,Cimetidine,C0008783
C0608437,Cimetidine,C0008783
C1142644,Cimetidine,C0008783
C3714798,Cimetidine,C0008783
C0010763,Cimetidine,C0008783
C3887686,Cimetidine,C0008783
C0960580,Cimetidine,C0008783
C0026237,Cimetidine,C0008783
C0887941,Cimetidine,C0008783
C0535996,Cimetidine,C0008783
C3714750,Cimetidine,C0008783
C0897385,Cimetidine,C0008783
C1414645,Cimetidine,C0008783
C0038296,Cimetidine,C0008783
C0207509,Haloperidol,C0018546
C0207509,Haloperidol,C0365898
C0207509,Haloperidol,C0919241
C1620185,Haloperidol,C0018546
C1620185,Haloperidol,C0365898
C1620185,Haloperidol,C0919241
C0057223,Haloperidol,C0018546
C0057223,Haloperidol,C0365898
C0057223,Haloperidol,C0919241
C3887685,Haloperidol,C0018546
C3887685,Haloperidol,C0365898
C3887685,Haloperidol,C0919241
C0608437,Haloperidol,C0018546
C0608437,Haloperidol,C0365898
C0608437,Haloperidol,C0919241
C1142644,Haloperidol,C0018546
C1142644,Haloperidol,C0365898
C1142644,Haloperidol,C0919241
C3714798,Haloperidol,C0018546
C3714798,Haloperidol,C0365898
C3714798,Haloperidol,C0919241
C0960580,Haloperidol,C0018546
C0960580,Haloperidol,C0365898
C0960580,Haloperidol,C0919241
C0535996,Haloperidol,C0018546
C0535996,Haloperidol,C0365898
C0535996,Haloperidol,C0919241
C3714750,Haloperidol,C0018546
C3714750,Haloperidol,C0365898
C3714750,Haloperidol,C0919241
C0059735,Haloperidol,C0018546
C0059735,Haloperidol,C0365898
C0059735,Haloperidol,C0919241
C3252639,Haloperidol,C0018546
C3252639,Haloperidol,C0365898
C3252639,Haloperidol,C0919241
C0533212,Haloperidol,C0018546
C0533212,Haloperidol,C0365898
C0533212,Haloperidol,C0919241
C0207509,Ritonavir,C0292818
C0207509,Ritonavir,C1114179
C0207509,Ritonavir,C1114807
C1620185,Ritonavir,C0292818
C1620185,Ritonavir,C1114179
C1620185,Ritonavir,C1114807
C0057223,Ritonavir,C0292818
C0057223,Ritonavir,C1114179
C0057223,Ritonavir,C1114807
C3887685,Ritonavir,C0292818
C3887685,Ritonavir,C1114179
C3887685,Ritonavir,C1114807
C0608437,Ritonavir,C0292818
C0608437,Ritonavir,C1114179
C0608437,Ritonavir,C1114807
C1142644,Ritonavir,C0292818
C1142644,Ritonavir,C1114179
C1142644,Ritonavir,C1114807
C3714798,Ritonavir,C0292818
C3714798,Ritonavir,C1114179
C3714798,Ritonavir,C1114807
C0960580,Ritonavir,C0292818
C0960580,Ritonavir,C1114179
C0960580,Ritonavir,C1114807
C0535996,Ritonavir,C0292818
C0535996,Ritonavir,C1114179
C0535996,Ritonavir,C1114807
C3714750,Ritonavir,C0292818
C3714750,Ritonavir,C1114179
C3714750,Ritonavir,C1114807
C0897385,Ritonavir,C0292818
C0897385,Ritonavir,C1114179
C0897385,Ritonavir,C1114807
C0534137,Ritonavir,C0292818
C0534137,Ritonavir,C1114179
C0534137,Ritonavir,C1114807
C1828468,Ritonavir,C0292818
C1828468,Ritonavir,C1114179
C1828468,Ritonavir,C1114807
C0533212,Ritonavir,C0292818
C0533212,Ritonavir,C1114179
C0533212,Ritonavir,C1114807
C0207509,Albendazole,C0001911
C1620185,Albendazole,C0001911
C1142644,Albendazole,C0001911
C3714798,Albendazole,C0001911
C0960580,Albendazole,C0001911
C0059735,Albendazole,C0001911
C3252639,Albendazole,C0001911
C0207509,Erlotinib,C1135135
C1620185,Erlotinib,C1135135
C0057223,Erlotinib,C1135135
C3887685,Erlotinib,C1135135
C1142644,Erlotinib,C1135135
C3714798,Erlotinib,C1135135
C0535996,Erlotinib,C1135135
C3714750,Erlotinib,C1135135
C1450093,Erlotinib,C1135135
C0059735,Erlotinib,C1135135
C3252639,Erlotinib,C1135135
C0897385,Erlotinib,C1135135
C0034802,Erlotinib,C1135135
C0207509,Mephenytoin,C0025381
C0207509,Mephenytoin,C0365977
C1620185,Mephenytoin,C0025381
C1620185,Mephenytoin,C0365977
C0057223,Mephenytoin,C0025381
C0057223,Mephenytoin,C0365977
C3887685,Mephenytoin,C0025381
C3887685,Mephenytoin,C0365977
C0608437,Mephenytoin,C0025381
C0608437,Mephenytoin,C0365977
C0960580,Mephenytoin,C0025381
C0960580,Mephenytoin,C0365977
C0897385,Mephenytoin,C0025381
C0897385,Mephenytoin,C0365977
C0534137,Mephenytoin,C0025381
C0534137,Mephenytoin,C0365977
C1828468,Mephenytoin,C0025381
C1828468,Mephenytoin,C0365977
C0207509,Rofecoxib,C0762662
C1620185,Rofecoxib,C0762662
C0608437,Rofecoxib,C0762662
C1142644,Rofecoxib,C0762662
C3714798,Rofecoxib,C0762662
C0897385,Rofecoxib,C0762662
C0207509,Ciprofloxacin,C0008809
C1620185,Ciprofloxacin,C0008809
C1142644,Ciprofloxacin,C0008809
C3714798,Ciprofloxacin,C0008809
C0535996,Ciprofloxacin,C0008809
C3714750,Ciprofloxacin,C0008809
C0533212,Ciprofloxacin,C0008809
C0207509,Nortriptyline,C0028420
C1620185,Nortriptyline,C0028420
C0057223,Nortriptyline,C0028420
C3887685,Nortriptyline,C0028420
C1142644,Nortriptyline,C0028420
C3714798,Nortriptyline,C0028420
C0010763,Nortriptyline,C0028420
C3887686,Nortriptyline,C0028420
C0960580,Nortriptyline,C0028420
C0535996,Nortriptyline,C0028420
C3714750,Nortriptyline,C0028420
C0207509,Fluorouracil,C0016360
C1620185,Fluorouracil,C0016360
C0608437,Fluorouracil,C0016360
C0066357,Fluorouracil,C0016360
C0897385,Fluorouracil,C0016360
C3884187,Fluorouracil,C0016360
C0040083,Fluorouracil,C0016360
C0040085,Fluorouracil,C0016360
C0002492,Fluorouracil,C0016360
C5441689,Fluorouracil,C0016360
C0207509,Zafirlukast,C0378466
C1620185,Zafirlukast,C0378466
C0057223,Zafirlukast,C0378466
C3887685,Zafirlukast,C0378466
C0608437,Zafirlukast,C0378466
C1142644,Zafirlukast,C0378466
C3714798,Zafirlukast,C0378466
C0960580,Zafirlukast,C0378466
C0897385,Zafirlukast,C0378466
C0207509,Methoxsalen,C0025684
C1620185,Methoxsalen,C0025684
C0059735,Methoxsalen,C0025684
C3252639,Methoxsalen,C0025684
C3884187,Methoxsalen,C0025684
C0961212,Methoxsalen,C0025684
C0207509,Carbamazepine,C0006949
C0207509,Carbamazepine,C0006950
C1620185,Carbamazepine,C0006949
C1620185,Carbamazepine,C0006950
C0608437,Carbamazepine,C0006949
C0608437,Carbamazepine,C0006950
C1142644,Carbamazepine,C0006949
C1142644,Carbamazepine,C0006950
C3714798,Carbamazepine,C0006949
C3714798,Carbamazepine,C0006950
C0960580,Carbamazepine,C0006949
C0960580,Carbamazepine,C0006950
C0535996,Carbamazepine,C0006949
C0535996,Carbamazepine,C0006950
C3714750,Carbamazepine,C0006949
C3714750,Carbamazepine,C0006950
C0897385,Carbamazepine,C0006949
C0897385,Carbamazepine,C0006950
C0534137,Carbamazepine,C0006949
C0534137,Carbamazepine,C0006950
C1828468,Carbamazepine,C0006949
C1828468,Carbamazepine,C0006950
C0207509,Cinnarizine,C0008803
C1620185,Cinnarizine,C0008803
C0057223,Cinnarizine,C0008803
C3887685,Cinnarizine,C0008803
C0608437,Cinnarizine,C0008803
C1142644,Cinnarizine,C0008803
C3714798,Cinnarizine,C0008803
C0059735,Cinnarizine,C0008803
C3252639,Cinnarizine,C0008803
C3884187,Cinnarizine,C0008803
C0534137,Cinnarizine,C0008803
C1828468,Cinnarizine,C0008803
C0207509,Propranolol,C0033497
C1620185,Propranolol,C0033497
C0057223,Propranolol,C0033497
C3887685,Propranolol,C0033497
C1142644,Propranolol,C0033497
C3714798,Propranolol,C0033497
C0960580,Propranolol,C0033497
C0535996,Propranolol,C0033497
C3714750,Propranolol,C0033497
C0059735,Propranolol,C0033497
C3252639,Propranolol,C0033497
C0533212,Propranolol,C0033497
C0207509,Fenfluramine,C0015827
C1620185,Fenfluramine,C0015827
C0057223,Fenfluramine,C0015827
C3887685,Fenfluramine,C0015827
C0608437,Fenfluramine,C0015827
C1142644,Fenfluramine,C0015827
C3714798,Fenfluramine,C0015827
C0960580,Fenfluramine,C0015827
C0535996,Fenfluramine,C0015827
C3714750,Fenfluramine,C0015827
C0534137,Fenfluramine,C0015827
C1828468,Fenfluramine,C0015827
C0207509,Clonidine,C0009014
C1620185,Clonidine,C0009014
C0057223,Clonidine,C0009014
C3887685,Clonidine,C0009014
C1142644,Clonidine,C0009014
C3714798,Clonidine,C0009014
C0535996,Clonidine,C0009014
C3714750,Clonidine,C0009014
C0059735,Clonidine,C0009014
C3252639,Clonidine,C0009014
C0207509,Diclofenac,C0012091
C1620185,Diclofenac,C0012091
C0608437,Diclofenac,C0012091
C1142644,Diclofenac,C0012091
C3714798,Diclofenac,C0012091
C0010763,Diclofenac,C0012091
C3887686,Diclofenac,C0012091
C0960580,Diclofenac,C0012091
C0897385,Diclofenac,C0012091
C0534137,Diclofenac,C0012091
C1828468,Diclofenac,C0012091
C0218171,Diclofenac,C0012091
C0003693,Diclofenac,C0012091
C0031667,Diclofenac,C0012091
C0912034,Diclofenac,C0012091
C3539768,Diclofenac,C0012091
C0207509,Nafcillin,C0027324
C0207509,Nafcillin,C0801944
C1620185,Nafcillin,C0027324
C1620185,Nafcillin,C0801944
C1142644,Nafcillin,C0027324
C1142644,Nafcillin,C0801944
C3714798,Nafcillin,C0027324
C3714798,Nafcillin,C0801944
C0207509,Imatinib,C0935989
C0207509,Imatinib,C2736267
C1620185,Imatinib,C0935989
C1620185,Imatinib,C2736267
C0057223,Imatinib,C0935989
C0057223,Imatinib,C2736267
C3887685,Imatinib,C0935989
C3887685,Imatinib,C2736267
C0608437,Imatinib,C0935989
C0608437,Imatinib,C2736267
C1142644,Imatinib,C0935989
C1142644,Imatinib,C2736267
C3714798,Imatinib,C0935989
C3714798,Imatinib,C2736267
C0960580,Imatinib,C0935989
C0960580,Imatinib,C2736267
C0535996,Imatinib,C0935989
C0535996,Imatinib,C2736267
C3714750,Imatinib,C0935989
C3714750,Imatinib,C2736267
C0897385,Imatinib,C0935989
C0897385,Imatinib,C2736267
C0533212,Imatinib,C0935989
C0533212,Imatinib,C2736267
C0207509,Efavirenz,C0674428
C0207509,Efavirenz,C1114177
C0207509,Efavirenz,C1316391
C1620185,Efavirenz,C0674428
C1620185,Efavirenz,C1114177
C1620185,Efavirenz,C1316391
C0057223,Efavirenz,C0674428
C0057223,Efavirenz,C1114177
C0057223,Efavirenz,C1316391
C3887685,Efavirenz,C0674428
C3887685,Efavirenz,C1114177
C3887685,Efavirenz,C1316391
C0608437,Efavirenz,C0674428
C0608437,Efavirenz,C1114177
C0608437,Efavirenz,C1316391
C1142644,Efavirenz,C0674428
C1142644,Efavirenz,C1114177
C1142644,Efavirenz,C1316391
C3714798,Efavirenz,C0674428
C3714798,Efavirenz,C1114177
C3714798,Efavirenz,C1316391
C0960580,Efavirenz,C0674428
C0960580,Efavirenz,C1114177
C0960580,Efavirenz,C1316391
C0535996,Efavirenz,C0674428
C0535996,Efavirenz,C1114177
C0535996,Efavirenz,C1316391
C3714750,Efavirenz,C0674428
C3714750,Efavirenz,C1114177
C3714750,Efavirenz,C1316391
C0897385,Efavirenz,C0674428
C0897385,Efavirenz,C1114177
C0897385,Efavirenz,C1316391
C0534137,Efavirenz,C0674428
C0534137,Efavirenz,C1114177
C0534137,Efavirenz,C1316391
C1828468,Efavirenz,C0674428
C1828468,Efavirenz,C1114177
C1828468,Efavirenz,C1316391
C0533212,Efavirenz,C0674428
C0533212,Efavirenz,C1114177
C0533212,Efavirenz,C1316391
C0207509,Guanabenz,C0018312
C1620185,Guanabenz,C0018312
C0207509,Dexmedetomidine,C0113293
C1620185,Dexmedetomidine,C0113293
C0057223,Dexmedetomidine,C0113293
C3887685,Dexmedetomidine,C0113293
C0010763,Dexmedetomidine,C0113293
C3887686,Dexmedetomidine,C0113293
C0059735,Dexmedetomidine,C0113293
C3252639,Dexmedetomidine,C0113293
C0207509,Estrone,C0014942
C0207509,Estrone,C0236379
C0207509,Estrone,C4721526
C1620185,Estrone,C0014942
C1620185,Estrone,C0236379
C1620185,Estrone,C4721526
C0608437,Estrone,C0014942
C0608437,Estrone,C0236379
C0608437,Estrone,C4721526
C1142644,Estrone,C0014942
C1142644,Estrone,C0236379
C1142644,Estrone,C4721526
C3714798,Estrone,C0014942
C3714798,Estrone,C0236379
C3714798,Estrone,C4721526
C0010763,Estrone,C0014942
C0010763,Estrone,C0236379
C0010763,Estrone,C4721526
C3887686,Estrone,C0014942
C3887686,Estrone,C0236379
C3887686,Estrone,C4721526
C0535996,Estrone,C0014942
C0535996,Estrone,C0236379
C0535996,Estrone,C4721526
C3714750,Estrone,C0014942
C3714750,Estrone,C0236379
C3714750,Estrone,C4721526
C1450093,Estrone,C0014942
C1450093,Estrone,C0236379
C1450093,Estrone,C4721526
C0059735,Estrone,C0014942
C0059735,Estrone,C0236379
C0059735,Estrone,C4721526
C3252639,Estrone,C0014942
C3252639,Estrone,C0236379
C3252639,Estrone,C4721526
C0534137,Estrone,C0014942
C0534137,Estrone,C0236379
C0534137,Estrone,C4721526
C1828468,Estrone,C0014942
C1828468,Estrone,C0236379
C1828468,Estrone,C4721526
C0207509,Verapamil,C0042523
C1620185,Verapamil,C0042523
C0057223,Verapamil,C0042523
C3887685,Verapamil,C0042523
C0608437,Verapamil,C0042523
C1142644,Verapamil,C0042523
C3714798,Verapamil,C0042523
C0010763,Verapamil,C0042523
C3887686,Verapamil,C0042523
C0960580,Verapamil,C0042523
C0535996,Verapamil,C0042523
C3714750,Verapamil,C0042523
C0897385,Verapamil,C0042523
C0534137,Verapamil,C0042523
C1828468,Verapamil,C0042523
C0218171,Verapamil,C0042523
C0207509,Tamoxifen,C0039286
C1620185,Tamoxifen,C0039286
C0057223,Tamoxifen,C0039286
C3887685,Tamoxifen,C0039286
C0608437,Tamoxifen,C0039286
C1142644,Tamoxifen,C0039286
C3714798,Tamoxifen,C0039286
C0010763,Tamoxifen,C0039286
C3887686,Tamoxifen,C0039286
C0960580,Tamoxifen,C0039286
C0535996,Tamoxifen,C0039286
C3714750,Tamoxifen,C0039286
C1450093,Tamoxifen,C0039286
C0059735,Tamoxifen,C0039286
C3252639,Tamoxifen,C0039286
C0897385,Tamoxifen,C0039286
C3884187,Tamoxifen,C0039286
C0534137,Tamoxifen,C0039286
C1828468,Tamoxifen,C0039286
C0533212,Tamoxifen,C0039286
C3254086,Tamoxifen,C0039286
C1414645,Tamoxifen,C0039286
C1452189,Tamoxifen,C0039286
C0207509,Warfarin,C0043031
C1620185,Warfarin,C0043031
C0608437,Warfarin,C0043031
C1142644,Warfarin,C0043031
C3714798,Warfarin,C0043031
C0960580,Warfarin,C0043031
C0897385,Warfarin,C0043031
C0218171,Warfarin,C0043031
C0207509,Trovafloxacin,C0379881
C0207509,Trovafloxacin,C0881022
C1620185,Trovafloxacin,C0379881
C1620185,Trovafloxacin,C0881022
C0207509,Tizanidine,C0146011
C1620185,Tizanidine,C0146011
C0207509,Paroxetine,C0070122
C1620185,Paroxetine,C0070122
C0057223,Paroxetine,C0070122
C3887685,Paroxetine,C0070122
C0608437,Paroxetine,C0070122
C1142644,Paroxetine,C0070122
C3714798,Paroxetine,C0070122
C0960580,Paroxetine,C0070122
C0534137,Paroxetine,C0070122
C1828468,Paroxetine,C0070122
C0207509,Norethisterone,C0028356
C1620185,Norethisterone,C0028356
C1142644,Norethisterone,C0028356
C3714798,Norethisterone,C0028356
C0960580,Norethisterone,C0028356
C3884187,Norethisterone,C0028356
C0207509,Thiabendazole,C0039832
C1620185,Thiabendazole,C0039832
C0059735,Thiabendazole,C0039832
C3252639,Thiabendazole,C0039832
C0207509,Riluzole,C0073379
C1620185,Riluzole,C0073379
C0059735,Riluzole,C0073379
C3252639,Riluzole,C0073379
C0207509,Zileuton,C0081408
C1620185,Zileuton,C0081408
C0608437,Zileuton,C0081408
C1142644,Zileuton,C0081408
C3714798,Zileuton,C0081408
C0207509,Modafinil,C0066677
C1620185,Modafinil,C0066677
C0057223,Modafinil,C0066677
C3887685,Modafinil,C0066677
C0608437,Modafinil,C0066677
C1142644,Modafinil,C0066677
C3714798,Modafinil,C0066677
C0960580,Modafinil,C0066677
C0535996,Modafinil,C0066677
C3714750,Modafinil,C0066677
C0534137,Modafinil,C0066677
C1828468,Modafinil,C0066677
C0207509,Tranylcypromine,C0040778
C1620185,Tranylcypromine,C0040778
C0057223,Tranylcypromine,C0040778
C3887685,Tranylcypromine,C0040778
C0608437,Tranylcypromine,C0040778
C1142644,Tranylcypromine,C0040778
C3714798,Tranylcypromine,C0040778
C0960580,Tranylcypromine,C0040778
C3884187,Tranylcypromine,C0040778
C0207509,Clopidogrel,C0070166
C1620185,Clopidogrel,C0070166
C0608437,Clopidogrel,C0070166
C1142644,Clopidogrel,C0070166
C3714798,Clopidogrel,C0070166
C0960580,Clopidogrel,C0070166
C0535996,Clopidogrel,C0070166
C3714750,Clopidogrel,C0070166
C0897385,Clopidogrel,C0070166
C0534137,Clopidogrel,C0070166
C1828468,Clopidogrel,C0070166
C0207509,Methimazole,C0025644
C1620185,Methimazole,C0025644
C0057223,Methimazole,C0025644
C3887685,Methimazole,C0025644
C0608437,Methimazole,C0025644
C1142644,Methimazole,C0025644
C3714798,Methimazole,C0025644
C0010763,Methimazole,C0025644
C3887686,Methimazole,C0025644
C0960580,Methimazole,C0025644
C3884187,Methimazole,C0025644
C0534137,Methimazole,C0025644
C1828468,Methimazole,C0025644
C1414645,Methimazole,C0025644
C0207509,Malathion,C0024547
C1620185,Malathion,C0024547
C0534137,Malathion,C0024547
C1828468,Malathion,C0024547
C0207509,Etoposide,C0015133
C1620185,Etoposide,C0015133
C1142644,Etoposide,C0015133
C3714798,Etoposide,C0015133
C0010763,Etoposide,C0015133
C3887686,Etoposide,C0015133
C0535996,Etoposide,C0015133
C3714750,Etoposide,C0015133
C0207509,Nalidixic acid,C0027353
C1620185,Nalidixic acid,C0027353
C0041256,Nalidixic acid,C0027353
C0207509,Estradiol,C0014912
C0207509,Estradiol,C0337434
C1620185,Estradiol,C0014912
C1620185,Estradiol,C0337434
C0608437,Estradiol,C0014912
C0608437,Estradiol,C0337434
C1142644,Estradiol,C0014912
C1142644,Estradiol,C0337434
C3714798,Estradiol,C0014912
C3714798,Estradiol,C0337434
C0960580,Estradiol,C0014912
C0960580,Estradiol,C0337434
C0535996,Estradiol,C0014912
C0535996,Estradiol,C0337434
C3714750,Estradiol,C0014912
C3714750,Estradiol,C0337434
